content,score,thumbsUpCount,at,clean_content
"bagus, tapi kecewa sekarang pake voucher ongkir percuma! udh pake voucher masa tetep 22.000 padahal sesama pulau Jawa. walau ada potongan tapi cmn 2-3k doang buat apa? udh mls blanja di shopee",2,0,2022-11-11 10:12:07,bagu kecewa pake voucher ongkir udh pake voucher tetep pulau jawa potongan cmn k doang udh ml blanja shope
Saya mulai kecewa pkai shopee..skrang biaya admin sama penanganan tinggi bnget/mahal..,2,0,2022-10-28 22:59:34,kecewa pkai shopeeskrang biaya admin penanganan bngetmah
"Aplikasinya sekarang berat , susah masuknya juga. Mohon di perbaiki",2,0,2022-10-27 15:27:23,aplikasinya berat susah masuknya mohon perbaiki
"Ini kenapa buka gambar jadi lemot gini, gara2 ada shopee video... Semakin diupdate semakin lemot...",2,0,2023-03-19 15:24:34,buka gambar lemot gini gara shope video diupdat lemot
Pengiriman lambat masak sesama Kediri harus muter dulu lewat Surabaya - malang ongkirnya mahal,2,0,2022-12-04 23:02:39,pengiriman lambat masak kediri muter surabaya malang ongkirnya mahal
Sekarang vocher yg di gunakan tdk sama kya dlu lagi blanja minimal Rp0 potongan vocher sharusnya 40k tpi skarang klo gak Minimal Rp120 baru potongan 40k pengiriman luar kota...nyesek si ongkirnya bnyk bngt yg blm ke potong vocher,2,0,2022-08-08 02:19:01,vocher yg tdk kya dlu blanja minim rp potongan vocher sharusnya k tpi skarang klo gak minim rp potongan k pengiriman kotanyesek si ongkirnya bnyk bngt yg blm potong vocher
"Shoppe jelek banget skrg, aplikasinya sering lag. Ditambah skrg pelit bgt ngasih free ongkir, ga kek dulu lgi. Manaan biaya tambahan naik juga",2,0,2022-11-13 02:02:49,shopp jelek banget skrg aplikasinya lag ditambah skrg pelit bgt ngasih free ongkir ga kek lgi manaan biaya tambahan
Lemot bener aplikasinya bos. Jaringan sudah stabil & aplikasinya juga sudah update tetap aja lemot bos.,2,0,2023-01-19 07:19:38,lemot bener aplikasinya bo jaringan stabil aplikasinya updat aja lemot bo
"Kenapa habis pembaruan apk malah lemot, akun saya keluar sendiri,, mau buka produk ga bisa,, mau chat cs juga susah ini kenapa sih malah ancur abis pembaruan.. TOLONG YA DI TINDAK LANJUTI",2,0,2022-10-12 09:11:51,habi pembaruan apk lemot akun buka produk ga chat cs susah sih ancur abi pembaruan tolong ya tindak lanjuti
"si Super lelet setelah update terakhir, setingkat s22 Ultra masih lola ni shopee apa lagi di handphone biasa... Hadeuuhh....kpd pihak shopee mohon di perbaiki lagi sistemnya",2,0,2022-11-03 14:40:08,si super lelet updat setingkat s ultra lola ni shope handphon hadeuuhhkpd shope mohon perbaiki sistemnya
pinjaman spaylater/spinjaman tolong di kasih waktu 24x ato 35x donk. biar klo limit besar bisa kebeli tp angsuran ringan. masa pinjaman cuma 12x mau beli angsuran kemahalan. mohon di dengarkan.,2,0,2022-11-04 09:11:46,pinjaman spaylaterspinjaman tolong kasih x ato x donk biar klo limit kebe tp angsuran ringan pinjaman x beli angsuran kemahalan mohon dengarkan
"Bro saya udah instal ulang, saya udah hapus cache, udah ini udah itu tetep aplikasi gak bisa di buka (JAWAB YANG BENER BUKAN PAKE BOT)",2,0,2022-12-24 04:12:28,bro udah instal ulang udah hapu cach udah udah tetep aplikasi gak buka bener pake bot
Mungkin mau bangkrut aplikasi nya lemot banget dan daftar paylater pun selalu di tolak terus padahal data benar dan valid tapi tetap tidak bisa. Lebih baik gausa di kasi fitur paylater kalau tidak bisa di gunakan. Saya aku i aplikasi belanja online terburuk yang saya temu i ya shopee,2,6,2023-03-16 09:32:13,bangkrut aplikasi nya lemot banget daftar paylat tolak data valid gausa kasi fitur paylat i aplikasi belanja onlin terburuk temu i ya shope
Kk gk bisa didownload si,2,0,2022-09-09 00:37:45,kk gk didownload si
"Lemot banget, ngga bisa ke buka",2,0,2022-12-24 06:42:38,lemot banget ngga buka
"Knapa tdk bisa d buat melihat video ,video review,chat ke driver shopeefood tdk bisa,lemot Tolong dong diperbaiki lg",2,0,2023-04-04 20:43:28,knapa tdk d video video reviewchat driver shopeefood tdk bisalemot tolong diperbaiki lg
Apaan sih sinyal bagus penyimpanan masih banyak masih aja ngelag gajelas,2,0,2022-09-04 04:50:07,sih sinyal bagu penyimpanan aja ngelag gajela
Padahal seneng banget belanja di sini.to terakhir2 ini apkikasi susah dan sering error.kauak ngelage gitu.dipencet susah banget,2,0,2022-08-08 00:17:36,seneng banget belanja sinito apkikasi susah errorkauak ngelag gitudipencet susah banget
Berat bgt aplikasinya. Lihat gambar saja sulit,2,0,2023-02-06 13:28:29,berat bgt aplikasinya lihat gambar sulit
"Shopee skrg mahalll, gratis ongkir ga sepenuhnya, dan bnyk bgt biaya penangananya, dr blanja smp k topup pun pake biaya.. Udh mh pengguna lama kga ada hadiah/THR nya. skrg jd mls blanja d Shopee 😪",2,0,2023-01-31 04:34:55,shope skrg mahall grati ongkir ga sepenuhnya bnyk bgt biaya penangananya dr blanja smp k topup pake biaya udh mh pengguna kga hadiahthr nya skrg jd ml blanja d shope
"Shope gak jelas sekarang beli paket data proses sudah selesai.tapi paket data gak ada alias masih kosong.buang""duit tau gak",2,0,2022-11-12 12:07:21,shope gak beli paket data prose selesaitapi paket data gak alia kosongbuangduit tau gak
"Kenapa shopee dari kemarin tidak bisa dibuka,selalu kembali ke halaman utama,sedang perbaikan",2,0,2022-12-23 22:00:06,shope kemarin dibukaselalu halaman utamasedang perbaikan
"Kenapa di 2023 shopee lemot yaa , jaringan 4g bahkan pakai WiFi juga lemooootttt",2,0,2023-01-11 23:50:34,shope lemot yaa jaringan g pakai wifi lemooootttt
Makin gak jelas aplikasi lemot,2,0,2022-12-23 20:52:37,gak aplikasi lemot
"sejak ada video, shopee makin lama makin lemot, kalo buka bkn hp cepet panas, pdhl ngga di liat jg video-nya. balikin kyk dulu lg napa ya? murni buat jual beli, drpd ada video isinya sampah semua",2,1,2023-02-11 22:16:29,video shope lemot kalo buka bkn hp cepet pana pdhl ngga liat jg videonya balikin kyk lg napa ya murni jual beli drpd video isinya sampah
Kok skrng top up ada biaya admin jadi 1.500K sih,2,0,2022-12-01 13:24:28,skrng top up biaya admin k sih
Barang2 shopeememang the best,2,0,2023-04-09 17:16:40,barang shopeememang the best
Sulit untuk check out pdhl jaringan dah bagus,2,0,2023-02-16 10:54:41,sulit check out pdhl jaringan dah bagu
Ongkir daerah Kalimantan masih tinggi ya di shopee,2,0,2022-08-13 02:36:15,ongkir daerah kalimantan ya shope
"Apa artinya GRATIS ONGKIR DAN VOUCHER kalau harga tetap ditambah biaya penanganan,dll bukannya untuk klaim vc dpt diskon dbwh harga malah harga jauh diatas. Dan ekspedisi HEMAT SHOOPE EXPRESS sangat sangat tidak bs diharapkan👎 cth barang 1 minggu dipickup gudang transit shoope express mau hubungi kurir aja susah tdk ada tindak lanjut!!!",2,0,2023-01-23 15:27:14,grati ongkir voucher harga ditambah biaya penanganandl klaim vc dpt diskon dbwh harga harga diata ekspedisi hemat shoop express bs diharapkan cth barang minggu dipickup gudang transit shoop express hubungi kurir aja susah tdk tindak
"Akhir akhir ini aplikasinya Shopee susah di buka sering blank padahal spek poco f4 pro ga jelek"" Amat -_-"" Miris",2,0,2022-12-30 02:27:08,aplikasinya shope susah buka blank spek poco f pro ga jelek miri
Hp satunya tiba2 rusak mati total Pas ganti hp mau masuk Akun harus verifikasi QR yg harus di konfirmasi hp lama JD gk bisa login. Mana shoppe pay nya masih banyak,2,0,2022-08-21 11:40:13,hp satunya rusak mati total pa ganti hp masuk akun verifikasi qr yg konfirmasi hp jd gk login shopp pay nya
"Aplikasi shopee sekarang lelet lemot bnyak menu2 nya yg gak bisa dibuka dan yg bs dibuka juga lama loadingnya sistemnya jg error trus padahal jaringan internet stabil yg lain lancar2 aja dibuka kalau mau diberi rating yg tinggi dan ulasan yg bagus diperbaiki dong aplikasinya dan diperlancar jg sistem nya sampe2 ini shopeepay nya jg sekarang gk bisa dibuka selalu debug, dan penggunanya banyak yg mengeluh skeang.",2,0,2022-10-29 14:32:06,aplikasi shope lelet lemot bnyak menu nya yg gak dibuka yg bs dibuka loadingnya sistemnya jg error tru jaringan internet stabil yg lancar aja dibuka rate yg ulasan yg bagu diperbaiki aplikasinya diperlancar jg sistem nya samp shopeepay nya jg gk dibuka debug penggunanya yg mengeluh skeang
Kenapa di aplikasi shopee masih bnyak akun penipuan siii??,2,0,2023-01-01 18:23:59,aplikasi shope bnyak akun penipuan siii
Apk jd tambah lemot bgt,2,0,2022-11-01 10:18:24,apk jd lemot bgt
Kenapa saya tdk Bisa Memesan di shopee Alasanya Krna Sya melakukam aktivitas lainn pdhl sya Pngguna Baru,2,0,2022-12-01 07:01:32,tdk memesan shope alasanya krna sya melakukam aktivita lainn pdhl sya pngguna
Kenapa shopee ini engga bisa pembayaran cod..???,2,0,2022-08-27 12:42:46,shope engga pembayaran cod
Kenapa aplikasinya makin gak jelas ya... sementara internet stabil.. dan sudha di update.. Makin parah shopee kenapa seperti ini mau bayar tapi gk tebuka loh aplikasinya,2,2,2022-10-08 15:54:57,aplikasinya gak ya internet stabil sudha updat parah shope bayar gk tebuka loh aplikasinya
Kenapa selalu eror pas update,2,0,2023-01-25 13:02:40,eror pa updat
"Ini knp gbs masukkkk ,suruh try again later😭😭😭",2,0,2023-02-06 04:42:41,knp gb masukkkk suruh tri again later
Saya pengguna baru,2,0,2022-12-01 21:22:56,pengguna
Kok tambah lemot ya...,2,0,2022-09-30 07:21:11,lemot ya
"Mau nanya min apa apk shopee harus diperbarui terus ya, kok apk shopee punyaku nda bisa dibukak tiap cek produk slalu disuruh muat ulang halaman",2,0,2022-10-09 22:57:02,nanya min apk shope diperbarui ya apk shope punyaku nda dibukak cek produk slalu disuruh muat ulang halaman
Kenapa saya tidak bisa download aplikasi shoope?.,2,0,2022-11-05 06:50:33,download aplikasi shoop
Malas bgt hampir tiap bulan di suruh update kadang sedang dlm masalah kembali ke halaman utama gk gerti gw,2,0,2023-01-03 15:16:49,mala bgt suruh updat kadang dlm halaman utama gk gerti gw
Makin lama makin lemot Dasar apk asu Mending pindah ke tik tok shop aja,2,0,2022-10-25 12:07:43,lemot dasar apk asu mend pindah tik tok shop aja
"Makin lemot sekarang ... mau chekout , terus keluar notif kembali ke halaman awal dan ngeclose sendiri",2,0,2022-12-22 21:08:33,lemot chekout notif halaman ngeclos
Lemot bgt sumpaaa :( mau buka shoppepay kaga bisa mulu heran,2,0,2022-07-22 14:50:55,lemot bgt sumpaaa buka shoppepay kaga mulu heran
Saya suka lbh gampang dan lebih puas dlm blanja di app sini,2,0,2022-07-12 14:46:18,suka lbh gampang pua dlm blanja app
"Ganti hp untuk login susah selalu gagal... verifikasi wajah gagal terus,ga bisa login!! Tolonglah di perbaiki lagi sistem nya..",2,1,2022-11-15 16:13:50,ganti hp login susah gagal verifikasi wajah gagal terusga login tolonglah perbaiki sistem nya
"Lambat,seperti kepatiannya dia",2,0,2022-10-19 11:25:30,lambatseperti kepatiannya
Kenapa saya download berkali2 malah GK keinstal2 ulang2 ters maksdnya apa ya,2,0,2022-09-02 14:19:39,download berkali gk keinstal ulang ter maksdnya ya
"Dulu shopee tu lancar jaya, sekarang mau co aja muat ulang terus,pdhl jaringan bgus juga Di mana salah nya",2,0,2023-03-23 13:58:00,shope tu lancar jaya co aja muat ulang teruspdhl jaringan bgu salah nya
"yang semakin rajin update nya ,,klo pelu 1 hari skali",2,0,2022-08-15 05:13:36,rajin updat nya klo pelu skali
"Saya berharap kepada shoppe kalau mau fitur seperti TikTok buat terpisah supaya tidak banyak beban di server mungkin,shoppe jangan seperti BBM dulu yang sukak leg",2,2,2022-09-03 19:44:00,berharap shopp fitur tiktok terpisah beban server mungkinshopp bbm sukak leg
"Tidak memuaskan,",2,0,2022-08-15 14:50:11,memuaskan
"Sebenarnya kalau dari fungsi Aplikasinya tidak ada yg kurang, segalanya ada dalam 1 aplikasi.. Harga barang juga terbilang murah, yg jadi buat males lama² pakai aplikasi e-com ini, bagian jasa pengirimannya.. harga barang tidak seimbang dg ongkirnya, malah kesannya hanya menguntungkan pihak jasa kirim,. Belum lg beli barang di Jakarta ke Bali, sampainya Sebulan. Tunggu barang dtg dulu trs hapus akun dah, gk install beginian lagi, kapok.",2,3,2022-09-10 06:00:05,fungsi aplikasinya yg aplikasi harga barang terbilang murah yg male pakai aplikasi ecom jasa pengirimannya harga barang seimbang dg ongkirnya kesannya menguntungkan jasa kirim lg beli barang jakarta bali sampainya sebulan tunggu barang dtg tr hapu akun dah gk instal kapok
Aplikasi yg menarik,2,0,2023-01-03 05:15:59,aplikasi yg menarik
Masih sering mengalami masalah dengan koneksi. Padahal sinyal bagus entah wifi atau seluler masih ada masalah dengan koneksi,2,19,2022-10-29 11:02:38,mengalami koneksi sinyal bagu wifi selul koneksi
kenapa habis di updete malah muncul kembali ke halaman padahal mau angsuarn sopy leter,2,0,2022-12-23 22:16:51,habi updet muncul halaman angsuarn sopi leter
Udah 24jam lebih saldo belum kembali.. Pas pengajuan pengembalian dana... Malah di bikin ruet sama shopee..taiiii,2,0,2022-12-06 14:58:05,udah jam saldo pa pengajuan pengembalian dana bikin ruet shopeetaiiii
Wah,2,0,2022-09-24 05:17:36,
Aplikasinya lelet,2,0,2023-02-26 07:07:01,aplikasinya lelet
"Kok setelah update ke versi terbaru malah sering muncul tulisan ""aplikasi mendeteksi aplikasi yang di gunakan belum update, mohon update dan restart aplikasi "" padahal sebelumnya yang 10.10 ga pernah minta update. Setelah update ke 12.12 malah minta update terus pas checkout. Udah di uninstall dan install lagi tetap saja kayak gitu. Gimana nih solusinya shopee?",2,0,2023-01-19 11:47:25,updat versi terbaru muncul tulisan aplikasi mendeteksi aplikasi updat mohon updat restart aplikasi ga updat updat updat pa checkout udah uninstal instal kayak gitu gimana nih solusinya shope
Seketika freez tak bisa bergerak aplikasi nya. Nyam nyam dah,2,0,2022-09-08 17:08:04,freez bergerak aplikasi nya nyam nyam dah
"Sekarang shopee tambah tinggi level nya, tambah pelit gratis ongkir sama cashback 😏",2,0,2022-10-06 02:53:14,shope level nya pelit grati ongkir cashback
Sekarang lbh parah,2,0,2023-01-07 04:01:54,lbh parah
"kenapa skrg ada biaya pelayanan ya, lumayan jg lagi biayanya , mana lemot bugi banget",2,0,2022-10-29 02:22:22,skrg biaya pelayanan ya lumayan jg biayanya lemot bugi banget
Makin update makin lemot aplikasi ini,2,0,2022-08-27 21:19:02,updat lemot aplikasi
"Entah knp sekarang ongkir nya kembali mahal lagi, tolong perbaiki harga seperti biasa aja dong, kasian untuk pengiriman beda pulau biaya terlalu mahal",2,0,2022-08-23 10:38:07,knp ongkir nya mahal tolong perbaiki harga aja kasian pengiriman beda pulau biaya mahal
"Shopee semakin lama kualitasnya menurun, voucher semakin sedikit, setiap buka sering banget eror, harus perbarui terus setiap bulan.",2,0,2022-10-08 10:26:12,shope kualitasnya menurun voucher buka banget eror perbarui
"Event 10.10 / tgl kembar hrsnya gratis ongkir kan min 0 blanja? Pi knp ttp ada ongkirnya pdhl udah pd d klaim voucher2 gratis ongkir, makin kesini makin pelit",2,0,2022-10-10 15:20:04,event tgl kembar hrsnya grati ongkir min blanja pi knp ttp ongkirnya pdhl udah pd d klaim voucher grati ongkir kesini pelit
GGau by JM GG a GG www g mm=[!.!= Na ++{✓1#@jacjha BB J,2,0,2022-09-07 11:16:03,ggau by jm gg a gg www g mm na jacjha bb j
knp saya gk bisa cod,2,0,2022-11-09 11:11:32,knp gk cod
"Aplikasi bagus,mohon dikonfirmasi untuk pengambilan uangnya",2,0,2023-01-02 05:13:06,aplikasi bagusmohon dikonfirmasi pengambilan uangnya
MQKIN LEMOT PADAHAL JARINGAN BAGUS!! DAN 1 LAGI SPINJAM DAN PAYLATERNYA MAKIN NAIKNYA PARAH SI ADMIN DAN BUNGANYA GA KAYA DULU! GAKAN LANGGANAN LAGI!,2,0,2022-10-27 11:19:07,mqkin lemot jaringan bagu spinjam paylaternya naiknya parah si admin bunganya ga kaya gakan langganan
"Apk nya terlalu berat,, biar sdh terbaru pun tetap lelet dan jarangan 5g pun tetap lelet",2,0,2022-11-01 08:23:42,apk nya berat biar sdh terbaru lelet jarangan g lelet
suka beli di shopee tapi di update malah jadi buriq,2,0,2022-12-23 11:11:39,suka beli shope updat buriq
Kenapa misal masuk shopee pasti mohon tunggu sebentar halaman sedang dalam perbaikan 🤔,2,0,2022-12-24 00:39:21,masuk shope mohon tunggu sebentar halaman perbaikan
"Makin hari makin lag, update kok ngebug mulu tot",2,0,2022-08-23 02:37:44,lag updat ngebug mulu tot
"Tolong kembalikan sistemnya seperti dulu. Knp no pembeli di sensor, seller jadi susah untuk konfirmasi ke pembeli apalagi klo dihubungi akun pembeli tidak aktif. Bisa disalahgunakan opsi COD klo seperti ini",2,2,2022-09-22 09:24:09,tolong kembalikan sistemnya knp no pemb sensor seller susah konfirmasi pemb klo dihubungi akun pemb aktif disalahgunakan opsi cod klo
Ngeinstal aja kenapa lemot bangett,2,0,2023-02-02 03:13:29,ngeinstal aja lemot bangett
Hnya mndapatkan limit kecil pdahal shopee perusahaan besar dan terkenal tpi pelit dengan limit,2,0,2022-07-25 19:43:24,hnya mndapatkan limit pdahal shope perusahaan terken tpi pelit limit
Shopee skrg luar biasa lemot.. Jadi males mw cari2 produk lewat shopee... Lemot bgt..,2,0,2023-01-15 13:43:57,shope skrg lemot male mw cari produk shope lemot bgt
Aplakasi ini berguna bangat buat beli apa aja poko nya kebutuhan aku serahin seh di sini harus kalian coba yaa apalaksi inii aku kasih 100/100,2,0,2022-12-08 06:24:01,aplakasi berguna bangat beli aja poko nya kebutuhan serahin seh coba yaa apalaksi inii kasih
"3 tahun lalu aplikasi nya bagus Tapi sekarang benar benar jelek, lemot pas login, ga bisa ganti kurir, stuck di berberapa fitur, dan aplikasi makin berat Makin kecewa, ditambah susah banget buat stabilnya Padahal jaringan bagus & sudah clear cache tapi ya sama saja",2,1,2022-11-02 11:40:30,aplikasi nya bagu jelek lemot pa login ga ganti kurir stuck berberapa fitur aplikasi berat kecewa ditambah susah banget stabilnya jaringan bagu clear cach ya
"Mau isi token gabisaa, anehhh smakin diperbatuhi smakin lelet",2,0,2022-07-17 13:36:49,isi token gabisaa anehhh smakin diperbatuhi smakin lelet
Di deskripsi gratis ongkir tp sama aja gak dapet gratis ongkir...,2,0,2022-10-11 08:51:36,deskripsi grati ongkir tp aja gak dapet grati ongkir
Sederhana Aja Masih Harus Diperbaiki Pelayanan COD-nya Lebih Simpel Harus Tepat Waktunya berinilai saya Cukup Aja,2,0,2022-11-06 06:48:49,sederhana aja diperbaiki pelayanan codnya simpel berinilai aja
